ID, Name, Org Name, Total Networks Searched, Time Frame, Reason, Case #, Search Time, Search Type, Text Prompt, Moderation
0db821de-d5fe-40df-bd29-a43694672086,John Sutton,South Portland ME PD,2.0,"12/07/2025, 04:47:32 PM UTC
12/14/2025, 04:47:32 PM UTC",Investigation,,"12/14/2025, 04:47:33 PM UTC",lookup - Mobile
7dd23576-6882-4449-8808-4d87751d45c4,Jonathan Stearns,South Portland ME PD,2.0,"12/01/2025, 03:00:00 PM UTC
12/15/2025, 05:00:00 PM UTC",assist other,,"12/15/2025, 04:51:30 PM UTC",lookup
23bc8251-75da-440e-bcf0-55a67491aafa,Christopher Todd,South Portland ME PD,2.0,"12/08/2025, 10:01:03 PM UTC
12/15/2025, 10:01:03 PM UTC",Felony drug warrant,,"12/15/2025, 10:01:12 PM UTC",lookup - Mobile
36b61a30-5957-4a82-9047-44e2fe5af558,Christopher Todd,South Portland ME PD,2.0,"12/01/2025, 03:00:14 PM UTC
12/15/2025, 03:00:14 PM UTC",Active warrants,,"12/15/2025, 02:58:18 PM UTC",lookup
8a547cfe-8fc5-4420-9b24-5c3f68d1b256,Christopher Todd,South Portland ME PD,2.0,"12/01/2025, 03:30:22 PM UTC
12/15/2025, 03:30:22 PM UTC",federal drug warrant,,"12/15/2025, 03:18:25 PM UTC",lookup
2de0407f-8ed9-4287-b3b3-4c8bed7a1434,Christopher Todd,South Portland ME PD,2.0,"12/07/2025, 03:30:00 AM UTC
12/07/2025, 05:00:00 AM UTC",Criminal threatening w/ firearm display,,"12/15/2025, 06:03:00 PM UTC",search
0c21c4d1-ea3b-421d-bb09-6b5d90ca7975,Christopher Todd,South Portland ME PD,2.0,"12/07/2025, 03:30:00 AM UTC
12/07/2025, 05:00:00 AM UTC",Criminal threatening w/ firearm display,,"12/15/2025, 06:03:26 PM UTC",search
7f8e3cda-2c76-4860-9787-899c7ff337ea,Christopher Todd,South Portland ME PD,2.0,"12/07/2025, 03:30:00 AM UTC
12/07/2025, 05:00:00 AM UTC",Criminal threatening w/ firearm display,,"12/15/2025, 06:04:01 PM UTC",search
2f4541ee-6469-419a-a67b-afcaa19e4fcf,Christopher Todd,South Portland ME PD,2.0,"12/01/2025, 06:30:58 PM UTC
12/15/2025, 06:30:58 PM UTC",Investigation,,"12/15/2025, 06:07:00 PM UTC",lookup
a867b263-5531-4365-a904-167fc95f86e8,Michael Armstrong,South Portland ME PD,2.0,"11/15/2025, 03:00:41 PM UTC
12/15/2025, 03:00:41 PM UTC",Warrant Arrest,,"12/15/2025, 02:41:47 PM UTC",lookup
fb7f9225-2745-4572-956f-cbebe7c76e98,Michael Armstrong,South Portland ME PD,7.0,"12/08/2025, 03:00:27 PM UTC
12/15/2025, 03:00:27 PM UTC",Warrant Arrest,,"12/15/2025, 02:42:33 PM UTC",lookup
120c84fe-04b5-4b15-acb9-db23ff76f2e1,Michael Armstrong,South Portland ME PD,2.0,"11/15/2025, 03:00:46 PM UTC
12/15/2025, 03:00:46 PM UTC",Warrant Arrest,,"12/15/2025, 02:42:54 PM UTC",lookup
050e7fd8-369f-4355-bdd0-9f156d4439ea,Jonathan Stearns,South Portland ME PD,284.0,"11/28/2025, 05:00:00 AM UTC
12/19/2025, 08:18:59 PM UTC",Assist other,,"12/19/2025, 08:19:22 PM UTC",lookup - Mobile
cec89969-37f4-4d04-b1af-09a8f8157b44,Jonathan Stearns,South Portland ME PD,284.0,"11/28/2025, 05:00:00 AM UTC
12/19/2025, 08:18:59 PM UTC",Assist other,,"12/19/2025, 08:19:55 PM UTC",lookup - Mobile
6f9476e7-f194-462f-8550-879162c9f193,Jonathan Stearns,South Portland ME PD,284.0,"11/28/2025, 05:00:00 AM UTC
12/19/2025, 08:18:59 PM UTC",Assist other,,"12/19/2025, 08:20:08 PM UTC",lookup - Mobile
d017fdae-baab-4a6d-87a1-25d74b093ed0,Jonathan Stearns,South Portland ME PD,2.0,"11/28/2025, 05:00:00 AM UTC
12/19/2025, 08:18:59 PM UTC",Assist other,,"12/19/2025, 08:20:19 PM UTC",lookup - Mobile
725dabce-0b86-45fe-9294-205da7dd9f4a,Jeff Levesque,South Portland ME PD,2.0,"12/15/2025, 12:04:26 AM UTC
12/22/2025, 12:04:26 AM UTC",Lewiton file 1,,"12/22/2025, 12:04:28 AM UTC",lookup - Mobile
4c180662-eee4-4483-a62c-f2378bbe94a6,Jeff Levesque,South Portland ME PD,9.0,"12/15/2025, 12:13:34 AM UTC
12/22/2025, 12:13:34 AM UTC",Lewiton file 1,,"12/22/2025, 12:13:38 AM UTC",lookup - Mobile
438d5d1a-1a28-49a5-9c84-f6149b1fee93,Jeff Levesque,South Portland ME PD,2.0,"11/03/2025, 05:30:13 PM UTC
12/03/2025, 05:30:13 PM UTC",miac lrp req,,"12/03/2025, 05:23:15 PM UTC",lookup
1fcc9ecf-95f5-4f73-ae0e-682b928a4f0d,Jeff Levesque,South Portland ME PD,122.0,"11/02/2025, 04:00:47 PM UTC
12/02/2025, 04:00:47 PM UTC",westbrook stolen,,"12/02/2025, 03:33:49 PM UTC",lookup
7c2bd502-fc4f-4a3e-98e8-e101c86476d1,Jeff Levesque,South Portland ME PD,6316.0,"11/18/2025, 04:00:32 PM UTC
12/02/2025, 04:00:32 PM UTC",westbrook stolen,,"12/02/2025, 03:35:35 PM UTC",lookup
e39e11b2-acbb-4b94-a1f1-7f3c16b1b6f0,Jeff Levesque,South Portland ME PD,6314.0,"11/18/2025, 04:30:54 PM UTC
12/02/2025, 04:30:54 PM UTC",lewiston file 1,,"12/02/2025, 04:02:07 PM UTC",lookup
3a206875-16e0-4dc4-ae9c-0f38400d37b1,David Stailing,South Portland ME PD,2.0,"12/25/2025, 03:00:38 AM UTC
12/25/2025, 05:00:38 AM UTC",Missing person,25031787.0,"12/25/2025, 04:58:41 AM UTC",lookup
b9aa0cbc-c2b0-4091-a280-59c8cd6e7164,David Stailing,South Portland ME PD,2.0,"12/23/2025, 05:00:49 AM UTC
12/25/2025, 05:00:49 AM UTC",Missing person,25031787.0,"12/25/2025, 04:58:58 AM UTC",lookup
7df29e28-0468-4ba9-838b-b618f7cf3eaa,David Stailing,South Portland ME PD,2.0,"12/23/2025, 05:00:49 AM UTC
12/25/2025, 05:00:49 AM UTC",Missing person,25031787.0,"12/25/2025, 04:59:54 AM UTC",lookup
ad4fe7ec-0ccf-40be-ae07-b5ef495840bb,Jeff Levesque,South Portland ME PD,273.0,"12/22/2025, 03:00:54 PM UTC
12/22/2025, 05:00:54 PM UTC",waterville file 1,,"12/22/2025, 04:56:55 PM UTC",search
e5a4e9b5-5f98-43a9-bd1a-7af9fb027036,Jeff Levesque,South Portland ME PD,2.0,"12/22/2025, 03:00:54 PM UTC
12/22/2025, 05:00:54 PM UTC",waterville file 1,,"12/22/2025, 04:57:18 PM UTC",search
5ed921c3-b408-4679-a994-06b48ce56ad0,Jeff Levesque,South Portland ME PD,2.0,"11/22/2025, 05:00:25 PM UTC
12/22/2025, 05:00:25 PM UTC",waterville file 1,,"12/22/2025, 04:57:27 PM UTC",lookup
1dc430b6-7c0c-4900-a889-084a800b76ab,Jonathan Stearns,South Portland ME PD,2.0,"12/01/2025, 05:00:00 AM UTC
12/18/2025, 02:53:59 AM UTC",Assist other,,"12/18/2025, 02:54:58 AM UTC",lookup - Mobile
7bae7512-5ee2-476a-84df-151df1b0342a,Jonathan Stearns,South Portland ME PD,2.0,"12/01/2025, 05:00:00 AM UTC
12/18/2025, 02:53:59 AM UTC",Assist other,,"12/18/2025, 02:55:12 AM UTC",lookup - Mobile
bfc9e344-704c-4dbe-8250-a2db8d76abaf,Jeff Levesque,South Portland ME PD,2.0,"12/11/2025, 05:35:46 PM UTC
12/18/2025, 05:35:46 PM UTC",Assist  other. Homicide.,,"12/18/2025, 05:35:46 PM UTC",lookup - Mobile
